Word,Mean Rank,peS2o Rank,peS2o P(w),Gutenberg Rank,Gutenberg P(w),Wikipedia Rank,Wikipedia P(w)
keep,1533.3333333333333,2744,4.09383917753244e-05,350,0.00026849438694580356,1506,7.370862186462603e-05
risk,1553.3333333333333,212,0.0004583087324942884,2541,3.66215056833504e-05,1907,5.9234103796795136e-05
season,1558.0,3190,3.333986902321897e-05,1409,6.562302135002184e-05,75,0.0008349333069738556
associated,1558.0,145,0.0005989518839510309,3602,2.4307226298450285e-05,927,0.00011264617682718933
book,1562.6666666666667,3881,2.601709496408095e-05,507,0.00018411657538315777,300,0.0002910085259301293
came,1566.3333333333333,4259,2.3105271079387876e-05,116,0.0008605888443874149,324,0.00027956177519937057
kept,1567.6666666666667,2576,4.453855847940252e-05,435,0.00021520234166791868,1692,6.667937589519196e-05
According,1578.0,874,0.00013695655605785363,3473,2.5310287659997574e-05,387,0.000240361528340596
him,1588.3333333333333,4663,2.046610914856182e-05,32,0.0036250451737536568,70,0.0008642855265235541
available,1588.3333333333333,347,0.00030829321221575475,3870,2.2061994412851187e-05,548,0.00017898035611210072
India,1592.6666666666667,2723,4.1319089597704766e-05,1638,5.678921367441018e-05,417,0.00022447470080409738
recorded,1596.0,973,0.00012457564552622403,3375,2.60606934901501e-05,440,0.00021709792318530527
conducted,1599.0,460,0.00023963487440597237,3009,2.9924558942215896e-05,1328,8.327177440625507e-05
named,1599.3333333333333,3438,3.0298402096309882e-05,1189,7.680980179868523e-05,171,0.0004459807885944176
why,1611.0,1866,6.470422502219388e-05,426,0.0002191040109401433,2541,4.4745186321320066e-05
N,1614.3333333333333,141,0.0006099705136263588,1650,5.638282260770289e-05,3052,3.6576052108918854e-05
image,1617.0,466,0.00023878190550123365,2553,3.638586187102711e-05,1832,6.186219027844658e-05
i,1625.6666666666667,91,0.000860965616834768,544,0.00016787573921109514,4242,2.5442974960895343e-05
sent,1631.3333333333333,3939,2.5570546707559114e-05,322,0.000286809077685412,633,0.0001616177838786641
General,1633.3333333333333,3835,2.6489366046439297e-05,632,0.00014306603713636724,433,0.00022009144328257504
look,1636.3333333333333,2700,4.210723698133547e-05,238,0.00040314623881032205,1971,5.759529553761637e-05
want,1638.6666666666667,2732,4.1168868294819545e-05,279,0.0003241520062701265,1905,5.924538981900273e-05
positive,1639.0,257,0.00040681780864779366,3369,2.608432087774936e-05,1291,8.584771168184382e-05
consider,1640.0,453,0.00024369599414904078,1222,7.494512836935155e-05,3245,3.4264363422259655e-05
March,1655.3333333333333,3492,2.9861114057089193e-05,1346,6.875034237266001e-05,128,0.0005501087428671294
whom,1661.0,3932,2.563228148956674e-05,231,0.00041709175303507513,820,0.000125121123098378
site,1664.3333333333333,644,0.00018317635843393052,3925,2.162189493983562e-05,424,0.00022347569325213538
Now,1683.6666666666667,1833,6.628257761552221e-05,303,0.0003063646788217336,2915,3.8647231770602396e-05
What,1687.3333333333333,2541,4.51816291253153e-05,173,0.0005509541351219437,2348,4.835126500323659e-05
sea,1691.0,3552,2.9204667541741424e-05,463,0.00020308716240252165,1058,0.00010134303099969274
think,1700.6666666666667,2740,4.1026878296202e-05,148,0.0006707141171304,2214,5.116615461108271e-05
mother,1705.0,4177,2.3746283899233735e-05,301,0.0003108302550779939,637,0.00016020858779543297
record,1711.0,2860,3.8624366363071846e-05,1962,4.835707158798595e-05,311,0.00028340057944267126
me,1732.3333333333333,3662,2.8294079507128925e-05,43,0.002609216202011397,1492,7.427992809223811e-05
June,1738.3333333333333,3884,2.599651670341174e-05,1199,7.640782117766313e-05,132,0.000536790069142628
January,1745.6666666666667,3105,3.464658857571375e-05,2003,4.7225162206064026e-05,129,0.0005494759472771449
million,1748.3333333333333,1987,6.0368385499191544e-05,2936,3.0877845273887406e-05,322,0.00028018133890124957
brought,1751.6666666666667,4253,2.3154658904993977e-05,262,0.0003590402067991951,740,0.0001365993968566821
His,1759.0,4938,1.9012255032282202e-05,187,0.0005133884790301268,152,0.0004951960180563045
believe,1759.6666666666667,2553,4.4995395866258954e-05,348,0.00026928259659611493,2378,4.778229381470195e-05
regions,1760.3333333333333,470,0.00023545954531618986,3228,2.737469127250366e-05,1583,7.028000615259446e-05
0,1768.6666666666667,46,0.0015511903181580084,2703,3.4004221201021606e-05,2557,4.4331884404614335e-05
died,1773.6666666666667,4541,2.1251169793092144e-05,582,0.00015887307447210743,198,0.00039360897547302
major,1774.6666666666667,514,0.00021773240266269975,4529,1.8129767052664863e-05,281,0.0003055803372928533
man,1775.6666666666667,4620,2.0724366319960392e-05,72,0.0014394957541984574,635,0.0001610581528464392
manner,1784.6666666666667,1592,7.871287597275791e-05,415,0.00022743030233012283,3347,3.296919508064319e-05
music,1799.6666666666667,4302,2.2742064778576336e-05,914,9.802341548080561e-05,183,0.0004284294673688884
July,1810.3333333333333,4037,2.4727866933155006e-05,1258,7.272289380768241e-05,136,0.0005317965880755365
April,1820.6666666666667,3889,2.5957418008140243e-05,1428,6.459160712335543e-05,145,0.0005077822678568509
m,1823.0,160,0.0005572582700091465,3361,2.614732724468072e-05,1948,5.817399605564032e-05
increasing,1829.6666666666667,455,0.00024169064264682635,2977,3.0295351411606964e-05,2057,5.5336534403379e-05
constant,1844.6666666666667,469,0.0002373342248631548,1870,5.0407928831601795e-05,3195,3.491350428578618e-05
returned,1850.6666666666667,4733,2.010187393471682e-05,474,0.0001974877865733315,345,0.00026257942516237604
X,1857.3333333333333,199,0.00048753706503579946,2926,3.0961958773740777e-05,2447,4.676343843058178e-05
things,1861.6666666666667,3673,2.818398581254866e-05,195,0.0004926067739933209,1717,6.585160454224176e-05
temperature,1863.6666666666667,218,0.0004555625636079825,3217,2.750511445205158e-05,2156,5.291315301418257e-05
nor,1869.6666666666667,2360,4.951438190921726e-05,290,0.0003165994330660641,2959,3.8144809195774616e-05
St,1875.0,4993,1.8763258078184775e-05,391,0.00024007977558709778,241,0.00034077132205567447
played,1875.6666666666667,4105,2.4181514112387507e-05,1414,6.536280505459531e-05,108,0.0006262399677745927
response,1885.6666666666667,259,0.0004052322536632311,4350,1.9111721281290144e-05,1048,0.00010228054918928231
station,1897.6666666666667,3974,2.521865845011564e-05,1514,6.15420989638775e-05,205,0.0003845486346793983
river,1925.3333333333333,4495,2.148987761685497e-05,496,0.0001877161291259465,785,0.00012959622549027936
cells,1931.6666666666667,59,0.0012763347217036515,4116,2.048053460287399e-05,1620,6.916346830040166e-05
ie,1933.3333333333333,238,0.00042063713960020094,3548,2.4608396732382195e-05,2014,5.6382242736889653e-05
n,1937.3333333333333,71,0.001083791139013097,1104,8.240728743686745e-05,4637,2.2692688100858213e-05
December,1938.3333333333333,3591,2.8959786239777838e-05,2074,4.543452125787471e-05,150,0.0004998240655077779
formation,1942.6666666666667,444,0.00024544205956682317,3650,2.3804435490338013e-05,1734,6.518728592471192e-05
obtain,1944.3333333333333,438,0.000247475191720941,1814,5.193551819785268e-05,3581,3.0525576686109e-05
cell,1944.6666666666667,103,0.0007705046118459586,3965,2.1359788453401154e-05,1766,6.409409846329347e-05
leave,1950.0,4185,2.3653681726222296e-05,395,0.0002370123106130444,1270,8.734680676955615e-05
include,1953.6666666666667,509,0.00022045902220136994,5128,1.5567928173235667e-05,224,0.0003590056422113529
France,1954.0,4876,1.930549524681843e-05,573,0.00016069710879477038,413,0.00022469691868963313
passed,1955.3333333333333,4569,2.1048473925500436e-05,327,0.0002826884612881009,970,0.00010838589803041186
house,1958.3333333333333,5321,1.7096418963978843e-05,189,0.0005038127713838983,365,0.0002501504013263769
woman,1967.0,4671,2.0396143062286507e-05,267,0.00034887696478133173,963,0.00010892178949868286
German,1969.3333333333333,4889,1.9225240030208515e-05,725,0.00012158338626744994,294,0.0002948831341059507
coming,1991.3333333333333,3931,2.563433931563366e-05,429,0.00021661305422351188,1614,6.930162477914981e-05
significant,2006.0,120,0.0006973046519064819,5121,1.5603841802386545e-05,777,0.00013068824543215909
born,2006.6666666666667,5110,1.820250047494883e-05,819,0.00010986168176353928,91,0.0007344301116956797
night,2009.0,4942,1.898035872824493e-05,201,0.0004752617512407861,884,0.00011758167109052467
something,2009.3333333333333,3984,2.512811410317112e-05,252,0.00037791722936366594,1792,6.334377257307815e-05
French,2010.0,5359,1.6987354182432035e-05,403,0.00023298714886163432,268,0.00032207894506763944
version,2013.6666666666667,908,0.00013183462697728752,4711,1.7325175746951366e-05,422,0.0002243256474763212
Indian,2021.3333333333333,4716,2.016772436885829e-05,849,0.00010457639267350196,499,0.00019507967220464575
served,2022.0,4513,2.1399333269910447e-05,1377,6.679872015696106e-05,176,0.00044121030375922083
moment,2023.0,2289,5.084065080934778e-05,249,0.0003812244335638931,3531,3.098752525026127e-05
felt,2023.6666666666667,4158,2.3894447376052042e-05,296,0.00031272769181813186,1617,6.925375647806242e-05
West,2024.6666666666667,4631,2.0649255668517778e-05,1154,7.882852579516607e-05,289,0.0002980078055647363
solution,2025.6666666666667,267,0.000384747624080067,2813,3.229265324333115e-05,2997,3.758206477811314e-05
fire,2026.0,4972,1.8838368729627386e-05,357,0.0002630377205377129,749,0.00013518163896350036
moved,2026.6666666666667,5036,1.8542041775990778e-05,793,0.0001129603348892237,251,0.00033336808066067146
signal,2029.0,489,0.0002265275512727197,2940,3.0840356485563246e-05,2658,4.2401196260756374e-05
effective,2029.6666666666667,367,0.00029042099282454675,3781,2.271978088361461e-05,1941,5.832188186387777e-05
K,2029.6666666666667,260,0.00040379280432941995,3351,2.628090074257521e-05,2478,4.6176176102607255e-05
soon,2032.6666666666667,5017,1.8651106557537586e-05,245,0.00038938470317700853,836,0.00012279231079181761
function,2055.3333333333335,106,0.0007517084285507032,4899,1.6512078581702134e-05,1161,9.409857226195521e-05
East,2071.3333333333335,4216,2.344069672829598e-05,1607,5.810888202978756e-05,391,0.00023999570555179807
money,2081.3333333333335,5013,1.8654193296637968e-05,366,0.00025682529275828064,865,0.00011972212357817209
match,2082.0,2779,4.027474286874241e-05,3042,2.9578023924093403e-05,425,0.00022231907056244663
flow,2085.0,404,0.00026807814630295303,3311,2.6604753468602412e-05,2540,4.476931505845355e-05
August,2089.6666666666665,4568,2.1048473925500436e-05,1560,5.991369941053644e-05,141,0.00052081178590893
ever,2104.0,5220,1.7673639175750158e-05,180,0.0005262392576294475,912,0.00011462979252346912
acid,2108.3333333333335,423,0.0002564236483729465,2919,3.106749443835081e-05,2983,3.77929966414413e-05
normal,2120.0,387,0.0002785946664179523,3763,2.290564966606213e-05,2210,5.1231924878430425e-05
turned,2125.6666666666665,4907,1.9182025682803178e-05,275,0.00033205426481065797,1195,9.180634223427463e-05
September,2126.0,4452,2.1749163701287e-05,1795,5.2444924674492745e-05,131,0.0005451000840460344
party,2127.6666666666665,5395,1.6786716140907248e-05,517,0.00017758880073723396,471,0.00020522814120835147
relative,2141.6666666666665,433,0.00025059691386446003,3046,2.9554081504659486e-05,2946,3.82179737535342e-05
types,2166.0,428,0.00025298193427602134,4687,1.740865918313542e-05,1383,7.97127856790668e-05
World,2173.3333333333335,3134,3.4271035318500685e-05,3276,2.6904033711526384e-05,110,0.0006059321329181533
River,2175.0,4580,2.1006288491128557e-05,1619,5.7547495300429126e-05,326,0.00027873400384642035
High,2180.3333333333335,2982,3.653464399211367e-05,3125,2.8495574540212597e-05,434,0.0002188760554427709
fine,2182.3333333333335,3348,3.1330401868870714e-05,472,0.000197641522108644,2727,4.1317738128827216e-05
Therefore,2190.3333333333335,270,0.00038301596344475307,2455,3.826187644640842e-05,3846,2.825358366376617e-05
England,2199.3333333333335,5859,1.4991262897518763e-05,380,0.00024620808986667675,359,0.0002550103959928752
specific,2200.0,272,0.00038078116433607693,5148,1.550744206098156e-05,1180,9.262827598953123e-05
story,2207.3333333333335,5625,1.58071909330529e-05,470,0.0001993171764371836,527,0.00018482418057655769
Let,2217.6666666666665,449,0.0002444069730551619,623,0.0001462884977730718,5581,1.8058413878511797e-05
worked,2221.3333333333335,4974,1.8837339816593927e-05,1363,6.748076407899305e-05,327,0.00027863009460747456
October,2222.6666666666665,4746,2.0048370456976878e-05,1787,5.264181957115325e-05,135,0.0005333423839447974
release,2225.6666666666665,1099,0.00011140761652399719,5101,1.5669053392160503e-05,477,0.00020339163297395
mind,2232.6666666666665,3581,2.8996827108982414e-05,214,0.000444608523665009,2903,3.8874508907472594e-05
perhaps,2233.6666666666665,3424,3.0451710138295492e-05,365,0.0002576840695395551,2912,3.869548924486936e-05
primary,2236.3333333333335,436,0.00024846603497216343,5493,1.4307800834608421e-05,780,0.0001303193092579246
systems,2248.3333333333335,283,0.0003661304716526336,5687,1.3687503152169158e-05,775,0.0001314233935683711
professional,2273.0,2325,5.0145105598728514e-05,4064,2.080596248807448e-05,430,0.00022158508994577338
British,2277.0,6003,1.4445938989784723e-05,644,0.0001397292199436823,184,0.00042596833618127345
patient,2286.3333333333335,338,0.000319643151887857,2054,4.584248748375528e-05,4467,2.3883947203528887e-05
x,2292.0,105,0.0007618257304087198,3606,2.4284544006354995e-05,3165,3.5249749912936606e-05
e,2300.3333333333335,275,0.000375889711775006,2546,3.646083944767543e-05,4080,2.654822679088055e-05
distribution,2316.6666666666665,230,0.00043260236926631254,5087,1.571410294451643e-05,1633,6.878168941124129e-05
determine,2338.3333333333335,459,0.00023965648157967505,3934,2.1562983986754796e-05,2622,4.300169047683636e-05
functions,2343.0,380,0.00028328959658963234,4638,1.7590117519897743e-05,2011,5.6451904736033086e-05
US,2344.0,1602,7.813256902188623e-05,5279,1.5088449720888e-05,151,0.000496940681420327
City,2346.3333333333335,4944,1.8972127423977244e-05,1903,4.962696491348756e-05,192,0.0004103445897141657
shall,2354.6666666666665,2561,4.482665412877144e-05,134,0.0007519841396441563,4369,2.451051602264022e-05
located,2361.3333333333335,1000,0.00012137984164429587,5914,1.3107529544565968e-05,170,0.0004475978031555403
eyes,2383.0,3520,2.9594625581422935e-05,162,0.0006050696736156215,3467,3.170866315200866e-05
November,2398.0,5071,1.836506873423558e-05,1976,4.796800727218479e-05,147,0.0005053958579197138
arms,2399.6666666666665,4700,2.0247979585468203e-05,478,0.00019555884664972784,2021,5.6222681733265026e-05
looking,2404.3333333333335,4040,2.471551997675348e-05,453,0.00020641830902218278,2720,4.141386390418156e-05
research,2407.6666666666665,170,0.0005435726977510891,6635,1.1352802225527526e-05,418,0.0002244011470731582
analysis,2410.3333333333335,72,0.0010522395208420322,5502,1.4293624402048865e-05,1657,6.792667593572104e-05
feel,2416.3333333333335,3719,2.7564580166405466e-05,469,0.00020071308249654794,3061,3.644139818878685e-05
team,2419.0,2071,5.748845791853575e-05,5094,1.569142065242114e-05,92,0.0007298701695506316
saw,2424.6666666666665,6374,1.3168029002226844e-05,196,0.0004923802661042026,704,0.00014349671311824117
b,2435.3333333333335,290,0.000361150532570685,2783,3.265210456667457e-05,4233,2.548889739608487e-05
patients,2444.6666666666665,53,0.0014178524492388352,5249,1.5178863857434505e-05,2032,5.602926266301761e-05
office,2452.6666666666665,6161,1.3858429647678807e-05,709,0.00012441300220633744,488,0.00019926055967279052
village,2456.3333333333335,6310,1.336249356555087e-05,803,0.00011169516704124193,256,0.00032887780051476677
complex,2459.0,326,0.0003292264478815076,5992,1.2894252992503307e-05,1059,0.00010129633021814408
hour,2465.3333333333335,3722,2.7487411688895932e-05,423,0.00022034429127318716,3251,3.417641028367633e-05
defined,2473.3333333333335,279,0.00036933759357792983,5376,1.4724272920024726e-05,1765,6.410071440734619e-05
military,2477.6666666666665,5947,1.464246137917567e-05,1084,8.356754968390849e-05,402,0.00023016246682354587
differences,2479.6666666666665,302,0.00034541536554997436,4221,1.9852991188237623e-05,2916,3.864334003880668e-05
really,2489.6666666666665,4690,2.0290165019840082e-05,439,0.00021365459026424975,2340,4.84240403878166e-05
released,2494.6666666666665,2557,4.488838891077907e-05,4814,1.6893582133471533e-05,113,0.0005939249728088105
February,2499.3333333333335,5049,1.8486480472183912e-05,2283,4.122412078768642e-05,166,0.00045111086944753904
friends,2504.6666666666665,5802,1.5184698547809328e-05,382,0.00024507460532558156,1330,8.321962520019239e-05
went,2505.3333333333335,7058,1.1427108149611763e-05,149,0.0006647597004235515,309,0.0002849712823954249
district,2531.3333333333335,5082,1.8321854386830242e-05,2189,4.298262848874074e-05,323,0.0002798493741790744
got,2536.6666666666665,6279,1.3464355955863455e-05,233,0.00041513320011901374,1098,9.814324911724967e-05
letter,2537.0,5733,1.5414146154271006e-05,417,0.00022458115441748662,1461,7.55424058867705e-05
y,2542.3333333333335,324,0.00032959994331265377,4147,2.0307267093812745e-05,3156,3.5352491632343685e-05
Canada,2548.3333333333335,4257,2.3126878253090545e-05,2898,3.125336322079833e-05,490,0.00019782451064016888
north,2557.0,6320,1.3331626174547057e-05,957,9.389586838313207e-05,394,0.00023655230125894274
properties,2562.0,322,0.0003314746228596187,5314,1.496306705069459e-05,2050,5.555758476937604e-05
south,2563.0,6210,1.3698948127492436e-05,1058,8.542182706269849e-05,421,0.00022432759334221905
How,2567.3333333333335,3337,3.146313165018712e-05,341,0.00027512517700166016,4024,2.7048703499810468e-05
career,2585.0,5209,1.7719940262255877e-05,2407,3.902078813609668e-05,139,0.0005269007894765175
dead,2589.0,5449,1.658813592544938e-05,422,0.00022091922437143582,1896,5.948706636351711e-05
San,2611.0,5199,1.7762125696627755e-05,2196,4.2848109895342284e-05,438,0.00021723452297133512
wrote,2623.0,6774,1.2101046186528358e-05,748,0.00011856223097309111,347,0.00026187774591960726
voice,2651.6666666666665,5915,1.4782393551726291e-05,309,0.0003021252954227569,1731,6.539782861486052e-05
York,2656.3333333333335,7113,1.1295407281328825e-05,677,0.00013158690714514234,179,0.00043248815445864745
negative,2678.3333333333335,382,0.0002826238898569834,5385,1.468930438637782e-05,2268,5.0057789395660925e-05
am,2684.0,5175,1.7873248304241483e-05,147,0.0006731656948676993,2730,4.127337238635598e-05
war,2721.0,7436,1.0571052505772668e-05,372,0.00025322321876081465,355,0.000256568256230703
data,2726.0,42,0.0017145220309155874,7445,9.754015664644207e-06,691,0.00014628358225715808
relationship,2727.6666666666665,487,0.00022741138756846222,6697,1.1198751658380346e-05,999,0.00010572745604075378
London,2738.0,7410,1.0631758374746834e-05,497,0.00018756995435466575,307,0.0002864158932379971
dont,2738.3333333333335,5191,1.78156291743677e-05,205,0.0004638538184441936,2819,3.996030207847919e-05
opened,2745.3333333333335,7193,1.110300054407172e-05,627,0.00014510114278825026,416,0.00022452568249062133
hundred,2757.0,5126,1.814179460597466e-05,340,0.00027688904024390364,2805,4.008795088137889e-05
indeed,2762.6666666666665,2206,5.31711388301357e-05,384,0.0002442170886716457,5698,1.7612810587901563e-05
John,2765.0,7797,9.849784469316892e-06,335,0.0002789058740493766,163,0.00046290748686673327
College,2777.6666666666665,5413,1.6736299402267688e-05,2655,3.4860477727618825e-05,265,0.0003240898028864893
identified,2799.6666666666665,327,0.00032854839419245717,6482,1.1677915078893357e-05,1590,7.01083807804031e-05
School,2802.6666666666665,4903,1.918614133493702e-05,3348,2.6287516411103e-05,157,0.00047506214361113394
respectively,2805.6666666666665,174,0.0005353413934834054,6832,1.0947671286158866e-05,1411,7.794593944380876e-05
international,2806.6666666666665,1900,6.320612764547547e-05,6093,1.2663334657699863e-05,427,0.00022183610664659747
p,2844.6666666666665,89,0.0008810870401171206,347,0.000269535882191179,8098,1.0893346469407001e-05
d,2860.0,289,0.0003619880677799218,3015,2.981650302292861e-05,5276,1.932867513663564e-05
processes,2884.3333333333335,498,0.00022405095760118037,5112,1.5640385495206736e-05,3043,3.680916684348264e-05
title,2888.6666666666665,6807,1.2029022274186127e-05,1547,6.038026155766318e-05,312,0.00028334337098527416
areas,2890.3333333333335,518,0.000215905053115274,7707,9.34258408858241e-06,446,0.0002145332719319241
characteristics,2900.0,448,0.0002450191763100709,4712,1.7321080333100827e-05,3540,3.0928370926966286e-05
hands,2946.6666666666665,6382,1.3122756828754585e-05,251,0.0003790759164515337,2207,5.127084219638765e-05
nothing,2949.6666666666665,5945,1.4654808335577195e-05,185,0.0005143049066371434,2719,4.1426317445927874e-05
2000,2979.0,1530,8.173067789989742e-05,7014,1.0569318052736036e-05,393,0.00023775251134474358
s,2984.0,166,0.0005500764570355926,3038,2.9599446088850066e-05,5748,1.7414721439499286e-05
corresponding,2985.6666666666665,351,0.00030682701114307363,4255,1.9625538203615405e-05,4351,2.4611701049329006e-05
Council,2987.0,6182,1.3787434648370035e-05,2372,3.965998772861535e-05,407,0.00022806443421247185
experiments,3011.6666666666665,411,0.00026038187681266887,3786,2.269205808216481e-05,4838,2.1480024473311067e-05
says,3018.0,6964,1.1645237712705378e-05,319,0.00029206128843281033,1771,6.402599315686832e-05
Union,3072.3333333333335,6496,1.2825400962084515e-05,2232,4.215598495460127e-05,489,0.00019862620739008772
Early,3087.6666666666665,4642,2.0578260669209008e-05,4174,2.0156996908681444e-05,447,0.000214497857172583
morning,3106.0,6961,1.1654497930006521e-05,280,0.00032344759508783386,2077,5.4845787023938385e-05
measured,3119.0,311,0.00034125855689479416,4552,1.802108106970826e-05,4494,2.3716213563133247e-05
married,3140.3333333333335,8234,9.120285128593432e-06,836,0.00010657936507824996,351,0.00026030859965957195
You,3148.0,8365,8.899068826399436e-06,135,0.000750052049402206,944,0.00011078009143114038
Moreover,3160.3333333333335,435,0.00024856172388427523,3135,2.8386888557255998e-05,5911,1.678854179356753e-05
phase,3175.6666666666665,266,0.00038563351820187646,7012,1.0577823912271769e-05,2249,5.046953461964838e-05
games,3210.6666666666665,4650,2.052990175663637e-05,4706,1.7346912943542683e-05,276,0.0003130890446195204
hope,3213.3333333333335,4791,1.9812749372314435e-05,400,0.00023556505436463101,4449,2.3983964710678957e-05
truth,3221.0,4862,1.9398097419829873e-05,465,0.00020183176054141427,4336,2.469848666837362e-05
factor,3223.3333333333335,293,0.00035963494367239777,6377,1.1924269973594983e-05,3000,3.753030474523002e-05
himself,3227.6666666666665,9053,7.862953401704763e-06,124,0.00081358483452928,506,0.0001934494257554176
Australia,3242.3333333333335,4250,2.316083238319474e-05,5048,1.5858702556623907e-05,429,0.000221685496626103
Association,3255.3333333333335,4203,2.3515807379738594e-05,5084,1.572197874038285e-05,479,0.0002024389370303571
father,3271.0,9187,7.708616446685694e-06,263,0.00035874880235213757,363,0.0002519250310252264
models,3339.3333333333335,177,0.0005280813831193085,8210,8.55500450194038e-06,1631,6.890077640419039e-05
California,3407.6666666666665,6128,1.3968523342259075e-05,3636,2.3989044145446904e-05,459,0.000210789425944439
eg,3426.0,273,0.00037900731826639116,8043,8.778047040877403e-06,1962,5.771710674282249e-05
signed,3426.6666666666665,6642,1.2417951400834176e-05,3224,2.7398633691937578e-05,414,0.00022458717185299375
values,3434.6666666666665,135,0.0006315715138508275,7864,9.09559913021147e-06,2305,4.929500996369931e-05
thing,3461.3333333333335,6647,1.2407662270499571e-05,224,0.00042723546307918983,3513,3.125371970508869e-05
God,3501.0,8874,8.092401008166443e-06,191,0.0005025784766557129,1438,7.658071992986928e-05
fell,3504.3333333333335,8407,8.826016001023743e-06,464,0.00020256925006634585,1642,6.8314292422575e-05
told,3520.6666666666665,9086,7.817681228232502e-06,229,0.00041881308697963994,1247,8.868167077548899e-05
My,3527.3333333333335,8789,8.209697093980933e-06,304,0.0003049275035920292,1489,7.442158712960241e-05
role,3538.6666666666665,258,0.0004060934538722375,10048,6.648746870432013e-06,310,0.0002838419018283062
Park,3607.3333333333335,7131,1.126248206425809e-05,3303,2.6665554612691177e-05,388,0.00024033506456438506
al,3614.0,34,0.002132152686632017,7204,1.0175213227580364e-05,3604,3.0315812342319555e-05
seemed,3615.6666666666665,5722,1.544501354527482e-05,226,0.0004209943674028037,4899,2.113716290210791e-05
love,3620.6666666666665,9634,7.198275582089311e-06,218,0.00043776823743910565,1010,0.00010490357641959932
town,3628.3333333333335,10222,6.591216892347646e-06,414,0.00022772926754121214,249,0.0003350096131321072
Im,3685.3333333333335,7873,9.70882338373281e-06,324,0.00028548468385251473,2859,3.9441145056929797e-05
ready,3725.6666666666665,6540,1.2674150746165829e-05,494,0.0001883565888458038,4143,2.6138816605970537e-05
calculated,3745.0,381,0.00028316509811258364,4161,2.020677193855722e-05,6693,1.4239457467369254e-05
War,3782.0,9459,7.394797971480257e-06,1719,5.451814917836922e-05,168,0.00044911830276812907
program,3802.0,929,0.00013034270307876985,10035,6.6588278891410305e-06,442,0.00021682161022780897
International,3808.3333333333335,2601,4.4147571526687544e-05,8534,8.138532416524075e-06,290,0.00029785641719788273
rates,3815.3333333333335,486,0.0002274638621331687,7936,8.964545886994236e-06,3024,3.713256975570718e-05
maximum,3841.3333333333335,480,0.0002309312990559304,8959,7.691817274980716e-06,2085,5.46772750371836e-05
sure,3880.0,6148,1.3903701821151066e-05,387,0.00024323922985687094,5105,2.0101183898086564e-05
initial,3882.0,390,0.00027636706970051046,9847,6.823589538666543e-06,1409,7.804945950957497e-05
factors,3905.6666666666665,210,0.00046164549746180065,8945,7.703788484697675e-06,2562,4.4175436786426285e-05
looked,3944.6666666666665,7182,1.1139012500242836e-05,222,0.0004281477952723559,4430,2.41053867427055e-05
film,3963.3333333333335,2022,5.909870681590135e-05,9770,6.8875410011018766e-06,98,0.0006888598782336665
speak,3964.6666666666665,8075,9.36516643055702e-06,434,0.00021560715757545267,3385,3.2609988235898e-05
joined,3991.3333333333335,10160,6.659125152556035e-06,1485,6.256059688532297e-05,329,0.0002776042341061221
stress,4010.6666666666665,418,0.0002568959194553049,7028,1.054317041045952e-05,4586,2.2973671136509382e-05
tell,4012.6666666666665,8237,9.119256215559972e-06,221,0.00043279293967437064,3580,3.052713337882729e-05
anything,4015.3333333333335,8334,8.949485565038998e-06,338,0.00027799039153786386,3374,3.2732966960642834e-05
feet,4018.0,9769,7.0521699313379275e-06,276,0.0003294250091186122,2009,5.652701515969053e-05
King,4068.0,11299,5.703264944471276e-06,412,0.0002291941655723663,493,0.00019717575894982194
behavior,4090.3333333333335,483,0.0002296492734162387,9026,7.607388743292691e-06,2762,4.0819207285795154e-05
History,4144.666666666667,10316,6.500672545403126e-06,1899,4.9721474463884604e-05,219,0.00037087503501512714
thousand,4171.0,8328,8.957716869306681e-06,460,0.00020362712696712343,3725,2.926621227701318e-05
wish,4175.0,6416,1.304353052517813e-05,479,0.0001955393146759791,5630,1.7908193031196908e-05
demonstrated,4280.666666666667,471,0.00023520746162299206,8026,8.809550224343084e-06,4345,2.4630770535128046e-05
reduction,4322.0,484,0.00022857611712233944,8281,8.439072786786674e-06,4201,2.5719677091571218e-05
earth,4348.0,7877,9.699563166431666e-06,456,0.00020508194397956858,4711,2.2249419849325414e-05
f,4445.666666666667,232,0.00043179673036111303,3902,2.1823830345850635e-05,9203,9.149072278564153e-06
player,4465.333333333333,5930,1.4708311813317139e-05,7074,1.0453386337582329e-05,392,0.00023983186364319814
network,4487.333333333333,333,0.0003244409733628831,12226,5.050905405052664e-06,903,0.0001159261283846243
concentration,4514.0,364,0.00029399852344188875,9303,7.333941110810579e-06,3875,2.8050824437209027e-05
t,4534.0,123,0.0006787934775214949,2948,3.0678430122549645e-05,10531,7.63713447592594e-06
till,4537.666666666667,8261,9.062665998719648e-06,321,0.0002872233445479857,5031,2.0413300788103513e-05
County,4547.666666666667,9871,6.947220801924961e-06,3590,2.4370232665381646e-05,182,0.0004291603346001251
tissue,4613.666666666667,485,0.00022753794387157786,7903,9.019046394389865e-06,5453,1.8609872273965684e-05
heard,4651.0,11308,5.691946901103212e-06,236,0.00040663364121997295,2409,4.7286487183926896e-05
target,4707.333333333333,413,0.0002591914244329551,11236,5.712157225997311e-06,2473,4.627813947565518e-05
door,4718.0,10659,6.196114287498833e-06,277,0.00032763247797941496,3218,3.465197990911363e-05
