Word,Mean Rank,peS2o Rank,peS2o P(w),Gutenberg Rank,Gutenberg P(w),Wikipedia Rank,Wikipedia P(w)
produced,670.6666666666666,713,0.00016464049013614052,941,9.54354289590999e-05,358,0.0002559366281602572
third,672.0,1017,0.00011965538340021616,737,0.00011951362711375469,262,0.0003248977264072813
shown,672.3333333333334,94,0.0008256985936998776,900,9.934024854967109e-05,1023,0.00010397033913498505
points,676.0,407,0.00026484427263878685,1146,7.911299954186117e-05,475,0.000203461684146273
11,678.6666666666666,282,0.0003664484057799729,1406,6.583944822043107e-05,348,0.00026185673056791035
service,679.0,1154,0.00010569920701435861,603,0.00015226087129449563,280,0.00030707437312923113
men,681.6666666666666,1482,8.468571613199583e-05,106,0.0009522823252144612,457,0.00021162303489508278
whether,682.3333333333334,376,0.0002858989200424881,409,0.00023027251954239658,1262,8.824891019980465e-05
length,683.0,442,0.00024644113412231327,596,0.00015433346573470277,1011,0.00010481717997373428
original,689.3333333333334,855,0.00014021615254785635,911,9.818817713033113e-05,302,0.00028980442411253275
certain,692.3333333333334,707,0.00016558297447479028,308,0.00030303920277509626,1062,0.00010122783573853937
While,693.0,709,0.00016540908817213546,915,9.787503548668226e-05,455,0.00021193787599735673
space,696.3333333333334,314,0.0003389630519171439,1018,8.914581838017666e-05,757,0.0001339004808563485
give,701.6666666666666,926,0.00013044765220818284,190,0.0005037551205581562,989,0.00010681169251904209
school,705.0,1297,9.562203276464697e-05,678,0.00013155981440736187,140,0.0005253884625006997
lead,710.6666666666666,630,0.00018715413622128862,1022,8.883929240505558e-05,480,0.00020209490793961525
development,711.3333333333334,211,0.0004597718468278692,1566,5.966072884730702e-05,357,0.0002560366456674073
S,711.3333333333334,157,0.0005667283855691165,711,0.0001242586366073556,1266,8.802669231426889e-05
care,713.3333333333334,400,0.0002695412606365338,448,0.00020880908561539334,1292,8.583564731327708e-05
course,726.0,1011,0.00012003505230956307,237,0.0004062338658217935,930,0.00011249945853849059
process,726.6666666666666,146,0.000597336490488498,1478,6.299786107182663e-05,556,0.0001772438653848493
value,727.6666666666666,133,0.0006425500159178506,846,0.00010485834616551981,1204,9.117004408567399e-05
particular,728.0,368,0.000289632845440916,786,0.00011347478187521826,1030,0.00010353174096160712
done,728.3333333333334,835,0.000143801914469466,225,0.00042119315249047217,1125,9.706368271711623e-05
14,729.6666666666666,354,0.0003019623103208726,1440,6.433107579609425e-05,395,0.00023550347953999552
size,733.6666666666666,217,0.0004556541368679605,1174,7.783806570700506e-05,810,0.00012658752763900624
already,734.0,954,0.00012713763897954057,363,0.0002580857351287425,885,0.00011729679632307779
towards,734.6666666666666,942,0.0001287622926593746,447,0.00020946151654496759,815,0.00012612985997982926
air,737.3333333333334,1106,0.00011087875522479852,361,0.0002600042790018025,745,0.0001358471251005689
population,738.6666666666666,313,0.0003399045073427602,1714,5.4635341020861555e-05,189,0.0004200723625107538
carried,742.3333333333334,652,0.0001789681041270773,483,0.0001941752268319151,1092,9.85985817373492e-05
old,745.3333333333334,1684,7.337899080729895e-05,111,0.0008888525554973201,441,0.0002169936247731799
she,747.6666666666666,2156,5.448094512173085e-05,37,0.00308401233620056,50,0.001153398389895987
health,747.6666666666666,229,0.00043271863643909355,1268,7.227145318861919e-05,746,0.00013580003514584069
far,751.6666666666666,1127,0.0001090658104598412,199,0.0004852866942832352,929,0.00011250412861664547
young,755.3333333333334,1519,8.22904065900999e-05,175,0.0005417596159956499,572,0.00017347238810161458
top,757.3333333333334,1126,0.00010907609959017581,777,0.00011480831163132055,369,0.00024693349582403267
great,758.6666666666666,1533,8.153518442353993e-05,90,0.001145654535899836,653,0.00015533886379944534
little,758.6666666666666,1384,9.052068194475005e-05,80,0.0012909881721820632,812,0.00012624505524098267
control,759.3333333333334,127,0.000663504858757306,1678,5.544591793143353e-05,473,0.00020457199522759266
led,762.3333333333334,1417,8.828691174910741e-05,604,0.0001516957041831213,266,0.00032384540212971794
30,763.0,291,0.0003604045706214262,1656,5.616198529160847e-05,342,0.00026657584454340354
13,764.6666666666666,336,0.0003217112670851125,1554,6.006365456383308e-05,404,0.00022973204128693897
written,768.3333333333334,1329,9.400766821514752e-05,605,0.00015077203084390753,371,0.0002460461809746079
home,771.3333333333334,1885,6.392739568193124e-05,235,0.0004119904425364774,194,0.0004058764924394966
required,771.6666666666666,410,0.00026039319485603694,1064,8.470701982986219e-05,841,0.00012234748584756652
country,772.6666666666666,1730,7.090548387486002e-05,228,0.0004192881549863024,360,0.00025429237147656445
always,775.6666666666666,1022,0.00011893308645072693,197,0.00048789547290602826,1108,9.768324641899525e-05
therefore,775.6666666666666,417,0.00025710684662716426,381,0.00024591668541961917,1529,7.292015700281265e-05
series,777.0,753,0.00015826843171991994,1458,6.366415340212578e-05,120,0.0005708769695950028
shows,777.6666666666666,239,0.00042035933308116663,1483,6.277670872389755e-05,611,0.00016449883292703752
law,782.6666666666666,1480,8.473510395760193e-05,484,0.00019382554149544604,384,0.00024078922966494588
too,782.6666666666666,1425,8.795971740446698e-05,133,0.0007544357173814556,790,0.00012870735394813633
surface,783.3333333333334,223,0.00044561297457441993,975,9.204694654553124e-05,1152,9.471229836614066e-05
E,785.0,231,0.000431823482099983,823,0.00010887153670721293,1301,8.538187138589584e-05
members,786.0,1157,0.00010565290592785289,991,9.099631537695077e-05,210,0.00037914418673467843
level,787.3333333333334,138,0.0006237435434922604,1759,5.356738310137496e-05,465,0.00020829560420974
16,788.6666666666666,403,0.00026840945629972733,1577,5.941531904810936e-05,386,0.0002405518340254068
formed,788.6666666666666,1149,0.0001061550154881816,757,0.00011713419166659178,460,0.00021076879976592166
head,789.3333333333334,1801,6.774363412303605e-05,184,0.0005169798419452144,383,0.00024127880952484778
18,790.3333333333334,429,0.0002522225964573275,1637,5.688844870232707e-05,305,0.00028674240953565825
once,793.6666666666666,1619,7.699562011991243e-05,178,0.0005364229767165636,584,0.00017081394611195649
loss,799.0,398,0.0002705074099749532,1101,8.247596437682265e-05,898,0.00011620283051530018
black,799.6666666666666,1229,9.973048250725454e-05,449,0.00020791376514129868,721,0.00013961704569108536
25,801.0,343,0.0003128266030411815,1685,5.530163335116071e-05,375,0.0002432776029751309
half,803.3333333333334,1514,8.261554310867341e-05,302,0.0003096076165276908,594,0.000167412572522495
terms,803.6666666666666,287,0.00036443070732135693,1211,7.54233466943606e-05,913,0.00011448852265928439
whole,805.6666666666666,897,0.0001342463991277188,210,0.0004550115049090463,1310,8.455410003294565e-05
evidence,811.0,443,0.00024606866760420055,982,9.156620796584494e-05,1008,0.00010510088722164245
H,812.0,207,0.0004686812047846032,815,0.00011003274404975794,1414,7.789456858410521e-05
cause,812.6666666666666,726,0.00016313519036818786,488,0.00019241073352600232,1224,8.980443539855495e-05
conditions,816.6666666666666,192,0.0004929512054178683,1094,8.310728817347489e-05,1164,9.382342682399763e-05
paper,820.3333333333334,268,0.00038419201104199837,671,0.00013286625142568364,1522,7.31003441849546e-05
results,826.3333333333334,58,0.0013159890300132172,1555,6.006333953199842e-05,866,0.00011965168323266951
education,835.6666666666666,695,0.00016842791901230844,1384,6.650385035972228e-05,428,0.00022180263775315427
established,836.0,927,0.00013035402112213793,1273,7.203202899428002e-05,308,0.00028575741221816085
increased,838.6666666666666,164,0.0005516249711509505,1461,6.359075098465075e-05,891,0.00011692435759022714
New,839.0,2090,5.6704426187038885e-05,368,0.00025541363510718344,59,0.0009859539051727672
local,843.0,342,0.0003134974543389977,1983,4.7706845881254296e-05,204,0.00038566945343656645
nature,845.6666666666666,866,0.0001392109045141655,373,0.00025147542214213866,1298,8.548188889304591e-05
published,850.6666666666666,1151,0.00010595129070755642,1183,7.697645363921868e-05,218,0.0003748566658153309
individual,852.3333333333334,430,0.00025134287581371885,1193,7.651304181043851e-05,934,0.00011189079168563959
including,857.0,185,0.0005068106639785806,2300,4.086876487819353e-05,86,0.0007515140359325425
ground,857.0,1354,9.26371560545782e-05,388,0.0002420610107952545,829,0.0001239750080845377
type,859.0,254,0.0004101360531807036,1581,5.92830056775535e-05,742,0.00013637523310524848
government,861.0,1746,7.005457279618822e-05,657,0.00013707066629101348,180,0.0004311863701729783
provided,861.3333333333334,463,0.00023912041788924215,1454,6.374007607427807e-05,667,0.0001533587506617817
rate,863.3333333333334,153,0.0005804911263046834,1320,6.978081150382243e-05,1117,9.731431024476076e-05
presented,866.3333333333334,316,0.0003354791523858468,1236,7.405201311809949e-05,1047,0.00010237939917689366
white,866.6666666666666,1640,7.561790556810888e-05,282,0.00032243224748473495,678,0.00014993013494975013
English,868.0,1983,6.0572110279816714e-05,343,0.00027352040483591834,278,0.00031057654257220186
itself,873.3333333333334,1470,8.546357438529194e-05,355,0.00026422885590455034,795,0.00012834386619841584
United,877.6666666666666,1826,6.664166826419992e-05,730,0.00012084652680618766,77,0.0008177921742795955
likely,877.6666666666666,452,0.00024392338392943553,1000,9.05168369246031e-05,1181,9.25656191076201e-05
off,878.0,2162,5.439863207905402e-05,166,0.0005782406174807433,306,0.0002866556239166136
knowledge,883.3333333333334,415,0.00025803286835727866,562,0.00016247042299205358,1673,6.746550571792791e-05
cannot,884.3333333333334,671,0.00017369080917845864,284,0.0003203186989060224,1698,6.652759835515878e-05
presence,886.6666666666666,339,0.00031780859994919703,754,0.00011786349036382231,1567,7.113463045493514e-05
land,891.0,1899,6.325037090591426e-05,377,0.0002484378851923777,397,0.00023509523687462422
showed,892.6666666666666,162,0.0005549000013364551,847,0.00010477171241098919,1669,6.759548955990504e-05
us,893.6666666666666,472,0.00023396453467857181,97,0.0010989438206797666,2112,5.410324459731452e-05
said,896.0,2437,4.749050997240055e-05,48,0.002436826686673339,203,0.0003869934205934712
Then,896.3333333333334,426,0.00025488027882275587,179,0.0005321927292407919,2084,5.4691674444827774e-05
previous,901.0,306,0.0003436816470885935,1748,5.376144271152356e-05,649,0.00015634526564181918
words,902.6666666666666,1128,0.000108902213287521,260,0.0003620487608201677,1320,8.363409463643684e-05
region,910.3333333333334,304,0.00034450786425446224,2016,4.6727726939140924e-05,411,0.00022644274957319427
enough,910.3333333333334,1284,9.660464471160169e-05,248,0.0003831168297946766,1199,9.137980842946344e-05
works,911.6666666666666,1588,7.880856488486974e-05,766,0.00011595502750947134,381,0.00024141774434995508
features,916.0,405,0.0002667323280551868,1750,5.372804933704994e-05,593,0.0001675565665989367
R,923.3333333333334,140,0.0006167459059516959,1142,7.927933635055996e-05,1488,7.449786507279857e-05
States,924.6666666666666,2098,5.6430735320138404e-05,565,0.0001618523305324569,111,0.0006041948638445427
late,925.0,1897,6.330181655758729e-05,560,0.00016256682273345857,318,0.0002806678053757149
final,926.3333333333334,634,0.0001850006212422559,1917,4.9265623399136197e-05,228,0.0003534108885818222
room,927.0,1315,9.493060320616153e-05,264,0.0003575718434178597,1202,9.122336081127539e-05
But,928.6666666666666,1667,7.40045699316429e-05,65,0.0015588569059042383,1054,0.00010188476006565733
account,929.3333333333334,740,0.0001599085190952559,482,0.00019459075382182743,1566,7.11758828119698e-05
addition,931.0,213,0.0004570997596799724,2111,4.459181110016774e-05,469,0.00020554687404242115
run,933.0,1722,7.152283169493629e-05,595,0.00015476253909350537,482,0.000201237170251838
current,936.0,274,0.00037711823393695777,1946,4.865162635339007e-05,588,0.00016911987526127846
17,938.6666666666666,530,0.00021068023273136183,1824,5.169262865333228e-05,462,0.00020934014502371192
subject,938.6666666666666,1226,0.00010010809359053453,452,0.00020756596999583755,1138,9.619621569984968e-05
D,939.6666666666666,247,0.0004152847340001397,1241,7.374359695197047e-05,1331,8.321690098793538e-05
24,942.3333333333334,363,0.00029408083648456554,2013,4.680459470679718e-05,451,0.00021329414452816604
working,946.3333333333334,1175,0.00010373089638134877,1194,7.6508001301084e-05,470,0.00020535345497217373
blood,954.0,401,0.0002694476295504889,569,0.00016131142087235116,1892,5.9666086026120344e-05
business,954.6666666666666,1935,6.208255461293666e-05,443,0.000211238296092432,486,0.00019987856668195124
yet,957.6666666666666,1294,9.58236997192052e-05,171,0.0005562961299422192,1408,7.80533512413707e-05
range,959.6666666666666,256,0.0004086791123253236,1959,4.840180610850722e-05,664,0.00015353387859258922
obtained,965.3333333333334,151,0.0005901618799061783,1068,8.434063780615631e-05,1677,6.738961694791133e-05
poor,968.3333333333334,1104,0.00011096724174567611,317,0.0002940138557440133,1484,7.4564802859685e-05
During,969.0,1283,9.667872645001085e-05,1424,6.478125628781884e-05,200,0.0003893662094693233
away,978.0,2241,5.231096753416276e-05,153,0.0006562642369383613,540,0.00018156796858307664
total,978.6666666666666,168,0.0005457611957732594,2419,3.879428024697843e-05,349,0.0002614998587622426
using,980.0,41,0.0017270171507939311,2565,3.6231811303879925e-05,334,0.0002724395168400187
building,987.0,1719,7.164012778075078e-05,996,9.077736825186429e-05,246,0.00033687608770133573
became,989.3333333333334,2511,4.597286324804638e-05,378,0.0002469332931500567,79,0.000814177922960908
21,989.6666666666666,457,0.00024028926309525321,2076,4.542128992081912e-05,436,0.0002186472216131824
necessary,989.6666666666666,667,0.00017504280090442566,471,0.0001978633045202424,1831,6.186452531752401e-05
expected,990.0,488,0.00022659134388079423,889,0.00010124304083099823,1593,7.00200384686402e-05
increase,995.3333333333334,176,0.0005300280865786157,1770,5.3256131648734035e-05,1040,0.0001027646806246702
American,999.6666666666666,2353,4.970370190737398e-05,556,0.00016289445584150163,90,0.0007408720953371393
method,1002.3333333333334,122,0.0006802298401162057,1416,6.522734136569288e-05,1469,7.519837679602863e-05
city,1017.0,2502,4.6092217159927795e-05,385,0.00024405358714945882,164,0.0004595909530304185
took,1019.0,2695,4.2275978718822984e-05,193,0.000496993592290917,169,0.00044835396664344917
turn,1020.6666666666666,1452,8.639988524574094e-05,486,0.00019346609017210263,1124,9.7089368146968e-05
design,1022.6666666666666,397,0.00027129864409768426,2158,4.3532674072051536e-05,513,0.00019072832688384837
100,1022.6666666666666,352,0.0003034532053063568,2197,4.2824482507743025e-05,519,0.0001891599589701722
true,1023.6666666666666,1133,0.00010813875981669334,314,0.0002977775410726582,1624,6.90984763794131e-05
states,1024.0,446,0.0002452095252212611,2035,4.6269040587880605e-05,591,0.00016787724529890427
developed,1028.3333333333333,385,0.0002800618964036669,2222,4.230720023523654e-05,478,0.0002031912087864703
energy,1032.3333333333333,159,0.000558439462171559,1882,5.0028630502674995e-05,1056,0.00010143798925550839
performed,1033.3333333333333,178,0.0005259093477056735,2371,3.9675109256678874e-05,551,0.00017880211479585662
theory,1034.0,425,0.00025491114621375966,1568,5.963584133236913e-05,1109,9.766262024047793e-05
22,1036.0,528,0.0002117245794603242,2088,4.515477298869946e-05,492,0.00019717809398889937
reported,1044.0,155,0.0005741396461491321,2420,3.877821362341093e-05,557,0.00017701152899664467
area,1045.3333333333333,296,0.00035499763263059154,2713,3.3659576373907055e-05,127,0.0005566647542502036
Since,1051.6666666666667,445,0.0002453185900028079,2130,4.4091225514898065e-05,580,0.0001716413282917271
rest,1053.0,1843,6.574651392508932e-05,383,0.00024486353399636146,933,0.00011193204404267425
appeared,1053.3333333333333,2184,5.363209186912598e-05,526,0.00017512871714039894,450,0.00021354788544124714
proposed,1053.6666666666667,280,0.0003685761979331691,1760,5.354785112762624e-05,1121,9.726255021187765e-05
thought,1057.6666666666667,2062,5.7718934438030885e-05,157,0.0006449886175123247,954,0.00010989588996715221
never,1062.6666666666667,2531,4.5452233253115395e-05,115,0.0008621413212686037,542,0.0001807647151404395
P,1063.0,109,0.0007461142283877787,1264,7.253009432487243e-05,1816,6.226148196068771e-05
changes,1069.0,251,0.0004116331216443886,2015,4.675481967692141e-05,941,0.00011144441004867022
child,1070.0,1854,6.524337545172716e-05,408,0.00023049241176298704,948,0.00011052051292036568
L,1070.3333333333333,204,0.0004758198034107518,1128,8.012488179477886e-05,1879,6.0043973183485005e-05
heart,1073.0,1282,9.67137094931485e-05,230,0.00041874251984867685,1707,6.62804733861304e-05
name,1082.0,2913,3.7661303763752864e-05,216,0.0004433540668994056,117,0.0005822898622591387
observed,1083.3333333333333,124,0.0006768416294970204,857,0.00010413597816865174,2269,5.004066577575975e-05
face,1085.0,1744,7.012350996943008e-05,186,0.0005141533763246735,1325,8.331536180236716e-05
F,1085.3333333333333,248,0.00041396669640427684,1143,7.922609597050296e-05,1865,6.059309653986145e-05
condition,1086.6666666666667,409,0.00026256111461753814,721,0.00012256376533690194,2130,5.355217537504021e-05
follows,1087.3333333333333,389,0.00027727559990905603,1523,6.12138357921651e-05,1350,8.15796494214749e-05
word,1089.3333333333333,1882,6.418771067939673e-05,292,0.00031630802861900653,1094,9.853047643092406e-05
G,1090.3333333333333,240,0.00041902997744193573,1253,7.307100398497818e-05,1778,6.381895302533589e-05
put,1104.0,2399,4.843813887621763e-05,194,0.0004962608282435052,719,0.00013999843540706615
political,1106.6666666666667,1989,6.033546028212081e-05,970,9.265023250889903e-05,361,0.00025409272563544386
return,1110.3333333333333,2326,5.013996103356121e-05,442,0.00021149882741969319,563,0.00017599578699796107
come,1111.3333333333333,2336,4.999591320887675e-05,122,0.0008240703541139973,876,0.00011850517904564965
South,1115.0,2225,5.26793184001416e-05,965,9.313790178894778e-05,155,0.00047836661307888197
national,1116.6666666666667,1582,7.901434749156182e-05,1518,6.137922750535992e-05,250,0.0003335007887149056
et,1121.6666666666667,33,0.002145759032586498,926,9.667003871911995e-05,2406,4.733941473634872e-05
know,1125.6666666666667,1591,7.871287597275791e-05,105,0.0009779281217783683,1681,6.732773841235934e-05
started,1128.3333333333333,2331,5.011629603379162e-05,761,0.00011652712532120811,293,0.00029548557418792855
Of,1137.0,1462,8.587102394654228e-05,370,0.0002542855061072774,1579,7.051779096531312e-05
Although,1138.3333333333333,456,0.00024107946830495084,2370,3.97478816104846e-05,589,0.00016909691404368371
mass,1142.3333333333333,292,0.0003603171130135821,1407,6.582149140585563e-05,1728,6.554376855720012e-05
matter,1144.3333333333333,1019,0.00011941873340252026,297,0.000311615944473628,2117,5.396275307948894e-05
determined,1144.6666666666667,357,0.0002990175612191088,981,9.170041152740874e-05,2096,5.4437933531746664e-05
Its,1151.3333333333333,2548,4.508902695230386e-05,445,0.00020987105793002144,461,0.00021043722421692612
idea,1152.6666666666667,1672,7.380598971618503e-05,498,0.00018704857666830872,1288,8.596485280889508e-05
themselves,1153.6666666666667,2121,5.573930576165298e-05,271,0.0003380877545080052,1069,0.00010044131674262384
50,1156.0,329,0.0003273661731170111,2277,4.130413887368925e-05,862,0.0001199435631173487
go,1156.3333333333333,2642,4.317421979703396e-05,128,0.0007822120742431467,699,0.00014416648016028503
Thus,1157.3333333333333,308,0.00034270006405467225,729,0.00012106610399494346,2435,4.6919107702410686e-05
person,1161.6666666666667,2137,5.5379186199941824e-05,468,0.00020111506311757,880,0.00011793114860578056
That,1165.0,2154,5.457766294687613e-05,206,0.00045849386680934265,1135,9.648848475770844e-05
c,1167.6666666666667,234,0.00042880670908587693,688,0.00012915360125425313,2581,4.369402956329541e-05
average,1170.3333333333333,305,0.0003439471066512263,2654,3.4860792759453476e-05,552,0.00017876475417061768
physical,1170.3333333333333,439,0.0002474052256346657,1660,5.607598160074716e-05,1412,7.792609161165057e-05
band,1170.6666666666667,1193,0.00010228733139540376,2042,4.614365791768719e-05,277,0.00031304740308930613
treatment,1185.3333333333333,117,0.0007066080835550312,2029,4.6406079435956317e-05,1410,7.80027587280263e-05
reason,1187.0,1245,9.881269208140782e-05,410,0.00022988597548127267,1906,5.923955222130915e-05
effects,1188.3333333333333,172,0.0005416856712477225,2040,4.617484606931822e-05,1353,8.147535100934953e-05
event,1196.0,1145,0.00010667358765704567,2038,4.620382899810664e-05,405,0.0002293876230230175
structure,1198.3333333333333,206,0.0004708151704160002,2595,3.577470011179289e-05,794,0.00012856374904487416
former,1198.6666666666667,2698,4.214119111143967e-05,724,0.00012198127147462149,174,0.00044333674601240367
V,1200.6666666666667,271,0.00038271654975201606,1481,6.279057012462244e-05,1850,6.095930850183895e-05
lost,1201.0,2773,4.034573786805118e-05,421,0.00022239924393065353,409,0.00022683309027230524
section,1201.6666666666667,383,0.0002809344146560414,2461,3.816862702335e-05,761,0.00013363701061377807
included,1205.6666666666667,335,0.0003242475377125925,3059,2.939940087384299e-05,223,0.00036044675049530896
approach,1210.3333333333333,222,0.0004460584939179083,1915,4.9281690022703694e-05,1494,7.416434365790514e-05
asked,1211.6666666666667,2178,5.376276382437546e-05,234,0.00041215929959985344,1223,8.989705861529314e-05
gave,1214.6666666666667,2850,3.8929953534009604e-05,259,0.00036382018482644294,535,0.00018285963436607695
built,1217.0,2586,4.440788652415304e-05,854,0.00010437792261766817,211,0.00037857249133388675
community,1218.0,799,0.0001498220846282431,2488,3.77616058929734e-05,367,0.0002470447993533903
mean,1222.3333333333333,249,0.0004122741344642344,457,0.0002048790634780496,2961,3.810550270463782e-05
alone,1224.0,1361,9.219575236322366e-05,369,0.0002546632292770309,1942,5.831799013208205e-05
question,1225.0,1068,0.00011406838562852592,411,0.0002296071723076014,2196,5.160592030399936e-05
T,1228.6666666666667,101,0.0007866647199494886,1633,5.711842194162655e-05,1952,5.806930847033538e-05
continued,1231.0,2784,4.017082265236291e-05,531,0.00017298776079207123,378,0.00024212214780498087
live,1231.3333333333333,2660,4.2868632626096206e-05,491,0.00019044335971857052,543,0.00017990503158676438
related,1232.3333333333333,252,0.00041096227034657234,2557,3.632947117262354e-05,888,0.00011710804733098525
based,1232.6666666666667,113,0.0007203399568995945,3386,2.5992016550194915e-05,199,0.00039071469453654114
production,1234.0,353,0.00030263419053172227,2960,3.055430757969486e-05,389,0.00024020313485651008
groups,1238.6666666666667,191,0.0004930160269389763,3011,2.989431588608884e-05,514,0.0001903282568552481
growth,1239.0,288,0.00036389978819609134,2045,4.6022685693178975e-05,1384,7.964001029448678e-05
character,1243.3333333333333,2668,4.268239936703987e-05,466,0.00020168590080196815,596,0.0001672537898652295
my,1243.6666666666667,2520,4.5718721728781656e-05,41,0.002818185953862465,1170,9.323966705463925e-05
applied,1254.0,373,0.00028613351221411703,1625,5.741581199354257e-05,1764,6.418711085321123e-05
source,1260.6666666666667,496,0.00022511896932991233,2128,4.413123455789948e-05,1158,9.432974113062113e-05
company,1265.0,2942,3.718800376836106e-05,651,0.0001379048705891847,202,0.00038708876802246643
quality,1266.3333333333333,341,0.00031465498150164074,1925,4.9123544041705976e-05,1533,7.263528223536576e-05
University,1276.6666666666667,1123,0.00010942387219548544,2622,3.524324140672685e-05,85,0.0007743106332723466
disease,1285.6666666666667,241,0.0004189425198340916,1961,4.8373453243388106e-05,1655,6.801385072794522e-05
independent,1290.6666666666667,499,0.00022377109325607915,2525,3.6882037010611586e-05,848,0.00012150803929922917
training,1293.3333333333333,393,0.0002737639197258555,2877,3.1498773019995985e-05,610,0.00016459962878054673
previously,1308.6666666666667,458,0.00023977069092638914,2759,3.301124085818334e-05,709,0.0001421610707659492
content,1310.6666666666667,441,0.0002470502506381218,1844,5.140973006581046e-05,1647,6.822633928399167e-05
expression,1319.0,128,0.0006623936326811688,839,0.0001060743690472951,2990,3.7707767715114974e-05
sometimes,1327.0,2680,4.2480732412481615e-05,495,0.00018789002669867706,806,0.0001271312025708687
performance,1340.3333333333333,228,0.0004334944368663228,3196,2.7696023743853607e-05,597,0.00016721954262542715
students,1342.6666666666667,362,0.00029614380711665374,3300,2.669705779615686e-05,366,0.00024786517641592863
compared,1346.6666666666667,125,0.0006720880512824331,2512,3.733505278884808e-05,1403,7.848144173890017e-05
held,1349.0,3527,2.9491734278076892e-05,360,0.0002603590048476261,160,0.0004679967045359996
call,1354.3333333333333,2283,5.094559993876074e-05,418,0.0002240188225926242,1362,8.084372293890377e-05
weight,1362.3333333333333,464,0.0002390926372373387,1338,6.91617739487218e-05,2285,4.9757347701031146e-05
game,1364.3333333333333,2819,3.949894244151323e-05,1112,8.198798006493924e-05,162,0.0004630499242504567
standard,1379.3333333333333,319,0.0003345274078298959,2814,3.223437235391964e-05,1005,0.00010525227558849605
say,1392.3333333333333,2040,5.850913964772851e-05,139,0.0007381882655408652,1998,5.6811111580778277e-05
v,1394.0,384,0.00028081814748326037,1340,6.914255700680774e-05,2458,4.663501128132294e-05
She,1396.6666666666667,4000,2.501184693039009e-05,110,0.0008911951322198282,80,0.0008093576239587261
provide,1398.3333333333333,315,0.0003365060075932403,3165,2.802397188373135e-05,715,0.0001407133465379404
activity,1400.6666666666667,175,0.0005318554361260414,2664,3.468689518672292e-05,1363,8.0818037509052e-05
created,1404.0,1600,7.82189977166969e-05,2260,4.1630826886228366e-05,352,0.0002583724630912
dark,1410.6666666666667,1791,6.810375368474722e-05,475,0.00019720551804947899,1966,5.7640439626446755e-05
behind,1411.6666666666667,3079,3.5143553570875146e-05,405,0.00023224115347716698,751,0.0001346943941426759
ten,1422.3333333333333,2940,3.726002768070329e-05,500,0.00018672314878310822,827,0.00012405595610588872
And,1423.0,2334,5.002986733898094e-05,63,0.0015946385367163936,1872,6.03175619287243e-05
century,1432.6666666666667,3375,3.097028230715956e-05,707,0.00012493091454251324,216,0.0003756194452472925
let,1434.3333333333333,1116,0.00010991466371244608,246,0.0003855602167042748,2941,3.833355818786716e-05
studies,1435.6666666666667,90,0.0008655782339637712,3415,2.5729595031925788e-05,802,0.00012733201593152798
quite,1436.0,1695,7.27842790739588e-05,255,0.0003687806760949491,2358,4.808429220205002e-05
difference,1437.6666666666667,303,0.0003445706279495033,1177,7.750980253529266e-05,2833,3.9805800326189004e-05
reduced,1440.3333333333333,355,0.0003007965518539619,2339,4.0200897388721094e-05,1627,6.905177559786443e-05
problem,1455.6666666666667,307,0.0003431692483979302,2483,3.78192567187156e-05,1577,7.074584644854246e-05
So,1456.6666666666667,1593,7.871184705972446e-05,270,0.000340459944222971,2507,4.551030079235912e-05
National,1457.0,1748,7.000004040541482e-05,2507,3.7444053803639335e-05,116,0.000587563937188702
North,1460.3333333333333,3067,3.528760139555961e-05,1100,8.250589240111504e-05,214,0.000377081958056125
learning,1463.3333333333333,309,0.00034262289557716267,2169,4.336507713601411e-05,1912,5.9144983138673094e-05
round,1464.6666666666667,3614,2.8703586894446185e-05,316,0.0002955855495671161,464,0.00020845205182792805
seems,1478.3333333333333,1412,8.843404631289226e-05,444,0.00021088010489642722,2579,4.382751596388869e-05
began,1480.6666666666667,4008,2.492336040951249e-05,288,0.000318659426232885,146,0.0005069509939452845
State,1487.0,3477,2.9958860795267934e-05,788,0.00011321834596180762,196,0.00039699906304027394
read,1490.6666666666667,2181,5.369279773810015e-05,398,0.00023568098607978471,1893,5.964584902078259e-05
European,1491.0,1830,6.638546891886826e-05,2269,4.148024166926241e-05,374,0.0002434978749947688
going,1494.0,3269,3.221835381674708e-05,227,0.00042002186412921813,986,0.00010703507792411656
pressure,1495.6666666666667,482,0.00022993634015257416,2416,3.883586444915313e-05,1589,7.015897329374749e-05
May,1506.0,3694,2.7908237119581258e-05,698,0.00012699626325052328,126,0.0005612079619485301
hard,1506.3333333333333,2222,5.281410600752492e-05,461,0.00020331871080099442,1836,6.178863654750742e-05
kind,1507.6666666666667,2157,5.447271381746317e-05,311,0.0002997455449437593,2055,5.538440270446639e-05
member,1509.0,2704,4.196833372181831e-05,1648,5.647197661691077e-05,175,0.00044238288254927206
test,1510.0,182,0.0005123853147938693,3031,2.9669698187978535e-05,1317,8.379637985231847e-05
your,1510.6666666666667,2951,3.703160898727507e-05,79,0.0013541419740120447,1502,7.378723484689963e-05
Our,1514.3333333333333,375,0.0002860223896065033,804,0.00011160727315937269,3364,3.282364431148317e-05
methods,1521.0,236,0.0004217555680675725,2464,3.81292480440179e-05,1863,6.0614111891558355e-05
model,1526.6666666666667,60,0.0012582011584019446,3792,2.264574840247026e-05,728,0.00013888189755487338
met,1529.0,3265,3.227803077268779e-05,499,0.00018697674941000697,823,0.000124658007014687
